episode,rewards_total
1,8.370157374720108
2,8.037828906036404
3,7.623803261466485
4,-1.9251679640863024
5,22.39166274084478
6,5.099420565245357
7,7.251901640046
8,15.842339580131032
9,2.347224143488564
10,18.201634720790658
11,10.359470959074237
12,10.920594785362354
13,6.178404174166737
14,-0.9239985254677947
15,14.89590714330258
16,10.99904365083351
17,15.403743541336105
18,16.6205053912693
19,19.618911148894842
20,4.003373714970174
21,10.63592032957326
22,10.823698104034563
23,12.393579497232814
24,17.779172173337543
25,6.428435603623917
26,8.921502700309428
27,14.71255273610437
28,14.986944854804861
29,15.319864479816573
30,7.556306494268441
31,4.014934146680886
32,14.377166393923073
33,11.067936933286155
34,7.55168338454029
35,21.847610802518787
36,9.849152439147908
37,17.13635458912369
38,9.649249635278213
39,-0.42631403579848026
40,10.191158581615309
41,18.916652517644536
42,16.981220575636492
43,13.22313277378587
44,12.139629624044957
45,-0.07518599679018578
46,1.9448372568433356
47,19.80092491199268
48,13.68122769735728
49,9.257183287987175
50,3.433817449547643
51,12.775362753731827
52,8.408960778774336
53,21.88429952960132
54,10.847666420350961
55,8.564940936307636
56,11.356086748307163
57,5.299038187884477
58,6.833907637573084
59,16.695566372489637
60,14.358256750177851
61,19.438470043057652
62,15.374462385296638
63,17.019255950027514
64,13.938827860833683
65,1.8023424480440724
66,4.9731882891314285
67,4.060024327416919
68,11.577037976670631
69,11.762270773863271
70,13.27130914912268
71,18.978596413304125
72,12.644271692995193
73,13.707394544430734
74,4.724511019221751
75,6.340699649624575
76,8.414281865415646
77,4.005772746851239
78,4.267485399534586
79,15.997013642337642
80,17.045133416263493
81,14.794337915902688
82,8.815071565788323
83,10.29584251806422
84,17.10705561943023
85,7.325597349973961
86,11.281675524323617
87,-1.116022955532749
88,13.186372749365457
89,8.135605966522633
90,10.07990898485679
91,5.8271534125881885
92,19.2083903420098
93,6.0190747885265665
94,15.870153246365227
95,1.0030506746858272
96,5.2906486186060455
97,3.2467455401868293
98,9.360426139447966
99,5.177143565316889
100,11.57038748550729
101,3.628559710594235
102,-13.236089991679947
103,-14.872879943700795
104,-19.314186558234915
105,0.5718522111843569
106,16.27543137496547
107,-1.5789939295695206
108,-0.7779907718498649
109,-23.5991578647817
110,-171.38493541235601
111,-121.85145285975157
112,-4.954229960389032
113,-171.57564173469018
114,-172.99686318189958
115,-171.1531326005944
116,-171.13319372716063
117,-171.06319657107844
118,-171.47535976013245
119,-171.55280711999978
120,-171.24314903476215
121,-171.4930854895291
122,-171.5274177470507
123,-171.32068534019385
124,-171.1810376479876
125,23.49168722812549
126,16.968882370912368
127,-171.20218356034331
128,-171.52436301235298
129,-171.3910938508148
130,-172.13772168016993
131,-171.33392564454988
132,-171.10238643480557
133,-78.90935010372475
134,4.778144968522053
135,-171.88365206808942
136,1.2706967623378311
137,-8.237087112099132
138,0.6097861149944386
139,9.768895862964772
140,5.984566235066353
141,10.00730038344538
142,-31.368999388267365
143,-3.3454474120130193
144,10.734062764663427
145,-0.6366210169804987
146,10.229550887389358
147,14.069149524590483
148,8.836289470777615
149,9.615759016717014
150,-0.33040232222591115
151,-177.7180082134067
152,-181.06962433408046
153,0.5730020993839773
154,10.383118688180634
155,-173.0659916212098
156,-171.70787651009772
157,-171.22007103383152
158,-171.38376166786102
159,-171.83559195605315
160,-171.62635712146965
161,-171.94420355240254
162,-171.39040078418253
163,-171.17170874102888
164,-171.44127279878703
165,-171.1957898994819
166,-171.7034273957779
167,-172.10297916135875
168,-171.33073969088124
169,-171.53032168714878
170,-171.86496471670597
171,-171.36878658548235
172,-172.05229510104223
173,-171.67439944766983
174,-171.33658840416842
175,-172.19788456718106
176,-171.41504837957774
177,-171.48830626070242
178,-171.44979680962655
179,-172.21714591474625
180,-171.11952183115292
181,-171.36237414747285
182,-171.75801218541443
183,-172.54484005097123
184,-171.09440493205838
185,-171.3851775929063
186,-171.27762341541978
187,-172.99436661118224
188,-171.15561532847795
189,-171.21743260064156
190,-171.8532904263847
191,-171.5637267833982
192,-171.1830246253491
193,-171.11461645861618
194,-171.1003524789168
195,-171.26695330904158
196,-171.4114205462931
197,-171.23968190503882
198,-171.6075878751857
199,34.30143041563188
200,-173.1259257004309
201,-171.28047693249738
202,-171.47889855948935
203,-171.13947050629898
204,-171.6619805987457
205,-171.50121090761948
206,-171.95606254089756
207,-171.34455180346887
208,-171.34692568029084
209,-171.09312712910332
210,-171.18794527811758
211,-171.53553860174418
212,-171.94163614674278
213,-171.50699128587434
214,-171.0693428642948
215,-171.4513363405536
216,-171.1844917582721
217,-171.2300186316346
218,-171.05654731748587
219,-172.26187832905384
220,-173.58481108526746
221,-171.1474508226504
222,-171.20975499178667
223,-171.23427999731308
224,-172.93230016625756
225,10.438854662696805
226,8.713741941320897
227,7.776204922887175
228,9.065981548390901
229,17.290747684969162
230,15.027412498016012
231,20.034478695176563
232,16.266347924624995
233,2.730762887412885
234,17.90809964409018
235,19.581710317799562
236,28.255355772586782
237,6.055862002972429
238,9.234729161847909
239,19.33151912362518
240,17.088321469344642
241,13.145937207496672
242,11.151820940604644
243,5.493267942620484
244,9.284707716407741
245,10.211823424868797
246,10.260022585717024
247,14.3459767931806
248,16.581820422616495
249,17.903560418681927
250,24.487993205792243
251,13.308906280426996
252,12.778358116344606
253,8.78290398314348
254,6.237350097566733
255,15.428163821980782
256,14.400736701688672
257,12.919884670372177
258,10.198719200159108
259,20.182407814955027
260,12.510298836324385
261,27.094156548434633
262,11.557299472909754
263,12.924605980873594
264,20.444718772632562
265,17.865531089437855
266,1.1440476749108583
267,11.772477793998647
268,16.174020698653784
269,13.225231757040152
270,16.926518672210218
271,10.37070016249633
272,14.591602923307306
273,11.966240870803244
274,12.269527868044026
275,-13.936061731308786
276,3.1226829316663256
277,12.609694968423558
278,23.248659645881844
279,15.142089568124533
280,15.464455947501655
281,8.130042368302416
282,7.133486967850885
283,13.042560532954845
284,16.323655609260296
285,8.422387387124509
286,6.475612107719293
287,15.200314476773361
288,3.3664692829758742
289,-42.14835496843233
290,14.594357099746063
291,12.009101326066748
292,15.67468344129908
293,-14.615521303399845
294,9.630460096201688
295,8.549011864187193
296,6.676712877870699
297,8.694460715668981
298,8.367468302792382
299,17.204448415676236
300,9.096607837951804
301,8.818436263758917
302,12.276443292660765
