episode,rewards_total
1,15.365295302920153
2,14.128784339963275
3,5.5469546041423925
4,2.079299487843599
5,14.259479175066815
6,19.197606973371283
7,17.12630574254789
8,13.251604334162202
9,14.306171417707215
10,17.153331098507373
11,19.145907296245504
12,11.816466578527024
13,6.501009683051784
14,18.91876438458926
15,2.8883777239360633
16,2.8070766863824304
17,5.745618546820996
18,17.51244750919222
19,11.313818986507457
20,8.423719361589109
21,12.475668198251778
22,16.04717384086096
23,16.83937851601265
24,19.317378403946776
25,16.815734086399452
26,15.257597736255683
27,16.502466280607205
28,15.586895696626065
29,19.38293380038285
30,13.52286018985204
31,19.47484444678576
32,21.335356591207724
33,20.350294910787007
34,17.340716902671858
35,17.297686848778284
36,23.11279952875776
37,17.836915755186077
38,20.57604648842145
39,20.909842835539873
40,19.004474397613084
41,16.00420489729561
42,18.293052505288696
43,18.61626618330162
44,21.244230005281185
45,17.6766532486362
46,18.695470974572945
47,15.48125067290255
48,15.915056446071002
49,10.078209356319867
50,17.349283309940446
51,16.248169165404395
52,18.899191867577596
53,16.448003021055392
54,14.724570235946626
55,16.89760176734596
56,12.636912276983729
57,15.227409862551411
58,21.42008463270891
59,14.628260417382094
60,13.3735631141694
61,14.934605705012423
62,15.246602520353576
63,17.218467787371065
64,0.14476362415492972
65,9.800038685677876
66,13.962328865360483
67,12.998103217164008
68,16.434131355758765
69,13.907802536315074
70,6.7474279175204686
71,12.684609666659746
72,8.755918207209255
73,14.802390752841102
74,18.553222824337727
75,21.117664934775732
76,12.389059700883063
77,12.070475991910868
78,16.318084277752046
79,16.59793212159646
80,11.952104950372352
81,8.838633895673407
82,11.616035340071157
83,16.001395279154494
84,13.667073620890609
85,-2.623074515435416
86,10.142796703739243
87,3.8329115896225936
88,11.021297986894862
89,5.922702024278706
90,8.168807893129177
91,1.5158701670460104
92,19.784154783508715
93,13.609883125876905
94,12.715157141638016
95,11.970740265788244
96,12.263417254017156
97,13.763330413755014
98,13.708844470836919
99,19.62066983442751
100,-10.056279717397441
101,14.521867231179662
102,12.494531692116226
103,3.5735741507046157
104,2.0320015928550106
105,16.88029703448779
106,12.850260035639113
107,6.960138935402515
108,20.655837373774162
109,2.988884826986819
110,6.326083313573584
111,11.580413165815738
112,4.609542767971302
113,7.073868572119665
114,15.838294043361245
115,5.234483366245389
116,8.692107140854695
117,-0.4801657724241615
118,6.27934139781771
119,15.171282334241571
120,8.306733400055304
121,-4.212719425840191
122,17.68757537316451
